location,event,date,artist,coordinates
Winterthur,AFRO - PFINGSTEN,2008-05-09,ALPHA BLONDY,"(47.4988196, 8.723688899999999)"
Lausanne,BALEINEV,2008-05-09,BLACKMAIL,"(46.5196535, 6.6322734)"
La Chaux du Milieu,CORBAK,2008-05-09,VICTORIA TIBBLIN,"(47.0131911, 6.703647699999999)"
Boulogne Sur Mer,JAZZFESTIVAL BASEL,2008-05-09,BALAZS NYARI,"(50.725231, 1.613334)"
