location,event,date,artist,coordinates
Lausanne,ELECTROSANNE,2010-08-26,EROL ALKAN,"(46.5196535, 6.6322734)"
Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2010-08-26,ADINA AARON,"(46.4829113, 6.458343500000001)"
Geneve,MUSIQUES EN ETE,2010-08-26,HELEN KEARNS,"(46.2043907, 6.1431577)"
