location,event,date,artist,coordinates
Bulle,FRANCOMANIAS,2006-05-27,TOMAS GRAND,"(46.6154512, 7.057726799999999)"
Bulle,FRANCOMANIAS,2006-05-27,PAULINE CROZE,"(46.6154512, 7.057726799999999)"
