location,event,date,artist,coordinates
Morges,DIABOLO FESTIVAL,2014-06-14,GAETAN,"(46.5088127, 6.496130099999999)"
Morges,DIABOLO FESTIVAL,2014-06-14,LES PETITS CHANTEURS A LA GUEULE DE BOIS,"(46.5088127, 6.496130099999999)"
Neuchatel,FESTI NEUCH,2014-06-14,THE ROOTS,"(46.9899874, 6.9292732)"
