location,event,date,artist,coordinates
Geneve,FETES DE GENEVE,2014-07-22,WEEKEND AFFAIR,"(46.2043907, 6.1431577)"
Nyon,PALEO FESTIVAL,2014-07-22,THE BLACK KEYS,"(46.3832683, 6.2347852)"
Verbier,VERBIER FESTIVAL,2014-07-22,MARIE ELISABETH HECKER,"(46.0960814, 7.2285512)"
Verbier,VERBIER FESTIVAL,2014-07-22,THOMAS HAMPSON,"(46.0960814, 7.2285512)"
Verbier,VERBIER FESTIVAL,2014-07-22,DANIEL HOPE,"(46.0960814, 7.2285512)"
