location,event,date,artist,coordinates
Geneve,FESTIVAL DE LA BATIE,2009-09-03,HEIDI HAPPY,"(46.2043907, 6.1431577)"
Vevey,SEPTEMBRE MUSICAL,2009-09-03,ORCHESTRE DE CHAMBRE DE LAUSANNE (OCL),"(46.4628333, 6.8419192)"
