location,event,date,artist,coordinates
Fribourg,FESTIVAL INTERNATIONAL DE LA GUITARE A FRIBOURG,2014-10-04,CLAUDIO RUGO,"(46.8064773, 7.161971899999999)"
Lausanne,HOLY GROOVE FESTIVAL,2014-10-04,HACKNEY COLLIERY BAND,"(46.5196535, 6.6322734)"
Evian Les Bains,JAZZCONTREBAND,2014-10-04,GREGORY PORTER,"(46.401488, 6.590948999999999)"
Nyon,JAZZCONTREBAND,2014-10-04,ABLAYE CISSOKO,"(46.3832683, 6.2347852)"
Collonge Bellerive,JAZZCONTREBAND,2014-10-04,ANTHONY JOSEPH,"(46.2514024, 6.2022904)"
Geneve,JAZZCONTREBAND,2014-10-04,BASEL RAJOUB,"(46.2043907, 6.1431577)"
Carouge,JAZZCONTREBAND,2014-10-04,HORS PISTES,"(46.1829674, 6.1378539)"
