location,event,date,artist,coordinates
Geneve,FESTIVAL DE LA BATIE,2011-09-07,VETO,"(46.2043907, 6.1431577)"
Veytaux,SEPTEMBRE MUSICAL,2011-09-07,MICHAIL LIFITS,"(46.42071019999999, 6.9286409)"
