location,event,date,artist,coordinates
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2011-08-31,ELINA DUNI,"(45.923697, 6.869433)"
Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2011-08-31,DHAFER YOUSSEF,"(45.923697, 6.869433)"
