location,event,date,artist,coordinates
Lucerne,BLUE BALLS,2007-07-23,TIZIANO FERRO,"(47.05016819999999, 8.3093072)"
Geneve,MUSIQUES EN ETE,2007-07-23,AL FOSTER,"(46.2043907, 6.1431577)"
