location,event,date,artist,coordinates
Geneve,FESTIVAL DE JAZZ DE L'AMR,2016-03-17,BAD RESOLUTION,"(46.2043907, 6.1431577)"
Leysin,WORLDWIDE FESTIVAL LEYSIN,2016-03-17,RAINER TRUBY,"(46.3435634, 7.012033)"
