location,event,date,artist,coordinates
Cully,LAVAUX CLASSIQUE,2011-06-22,GERARD WYSS,"(46.4895985, 6.7290888)"
Cully,LAVAUX CLASSIQUE,2011-06-22,QUATUOR PRAZAK,"(46.4895985, 6.7290888)"
Sierre,SISMICS FESTIVAL,2011-06-22,DJ RAMONE,"(46.29413110000001, 7.533536199999999)"
Sursee,SUMMER SOUND SUISSE,2011-06-22,JAMES BLUNT,"(47.1714819, 8.111131199999999)"
