location,event,date,artist,coordinates
Yverdon Les Bains,ANTIDOTE FESTIVAL,2014-08-16,77 BOMBAY STREET,"(46.7784736, 6.641183)"
Chenes Bougeries,BIMBADABOUM FESTIVAL,2014-08-16,KEEN V,"(46.1983939, 6.1851258)"
Plan les Ouates,FESTIVAL PLEIN LES WATTS,2014-08-16,AL CAMPBELL,"(46.1668075, 6.1145793)"
Hermance,JAZZ SUR LA PLAGE,2014-08-16,ELINA DUNI,"(46.3006983, 6.2449688)"
Le Locle,ROCK ALTITUDE,2014-08-16,MORCHEEBA,"(47.0577195, 6.7487354)"
Avenches,ROCK OZ ARENES,2014-08-16,THE ASTEROIDS GALAXY TOUR,"(46.8806009, 7.0427075)"
