	ClubID	ClubName	Address	EventID	EventName	Date	LineUp
0	23296	 Schlosskeller	Schlossmühlestrasse 1, 8500 Frauenfeld	150808	Saturday Gold	 13 March 2010 	[' Blair', 'George Lamell', ' Radro', ' Cris P.', ' Daniel Marrone']
1	23296	 Schlosskeller	Schlossmühlestrasse 1, 8500 Frauenfeld	128584	Saturday Gold	 21 November 2009 	"[""Dario D'Attis (Purple Music"", ' Transport USA)', 'CRIS P. (Saturday Gold!', 'DANIEL MARRONE & Radro (Subdance)', ' Aubrey', ' Supermarket)', ' Starhouse)', 'BLAIR (Soulstation']"
