festival,location,date,artist
4 VENTS,Puplinge,2011-Juin-24,RAUL DE SOUZA
4 VENTS,Puplinge,2011-Juin-25,SOLANGE LA FRANGE / LA PATRONNE
4 VENTS,Puplinge,2008-Juin-27,DJ CHILL POP
