	[]
Xaver Rüegg	[]
Y'urs	[]
Yak	[]
Yeree Suh	[]
Yogev Glusman	[]
Yoro Massa	[]
Yosvany Quintero	[]
Yulianna Avdeeva	[]
Yung Lean & The Sad Boys	[]
Yury Revich	[]
Yza Ya	[]
Zaz	['french pop']
Ziggy Tschigi Moser	[]
Zosch	[]
Zéphyr Combo	[]
dance animation by Alexander Martinez	[]
works by Johannes Dickbauer	[]
Årabrot	['norwegian metal', 'norwegian rock']
Åsa Dornbusch	[]
