,location,event,date,artists,genre
0,null,Matinéekonzert-der-Kulturkommission,2014-10-19,"[' Katharina Kobelt ', ' Adrian Bodmer ', ' Johannes Kobelt ']",Classic
1,Walkringen,Matinee-4-Komödien-und-Dramen,2014-10-19,['Arta Arnicane '],Classic
2,Schaffhausen,Violinsonaten,2014-10-19,"['Sebastian Bohren ', ' Eleonora Em-Schoch ']",Classic
3,Zürich,Rusconis-Kinder-Arkestra,2014-10-19,"[' Stefan Rusconi ', ' Fabian Gisler ', ' Claudio Strüby ']",
4,Basel,Sudha-Ragunathan,2014-10-19,['Sudha Ragunathan '],
5,Fischingen,Kammermusik,2014-10-19,"['Eva Maria Hux ', ' Daniela Timokhine ']",Classic
6,Dornach,Konzert,2014-10-19,['Jörg Demus '],Classic
7,Luzern,The-Little-Match-Girl,2014-10-19,"[' Gabriela Bürgler ', ' Caroline Reitzel ', ' Aline Willi ', ' Annina Haug ', ' Alexandra Hebart ', ' Carmen Würsch ']",Classic
8,Unterägeri,Zuger-Jazz,2014-10-19,"['Hansueli Krähenbühl ', ' Hugo Helfenstein ', ' Rolf Treichler ', ' Roland von Flüe ', ' Fredi Krähenbühl ', ' Roberto Bossard ', "" Alessandro d'Episcopo "", ' Raffaele Bossard ', ' Elmar Frey ']",
9,null,Herbstkonzert,2014-10-19,"[' Hanna Morell ', ' Barbara Suter ', ' Heinz Bussmann ', ' Louis Chanson ']",Classic
10,Aarau,Der-Liebeszauber-el-amor-brujo,2014-10-19,"[' Christina Daletska ', ' Luciano Jungman ']",Classic
11,Zürich,Geistliches-Chorkonzert,2014-10-19,"[' Eun-Ah Cho-Nitschke ', ' Sarah Maeder ']",Classic
12,Brugg,Ivy-Trio,2014-10-19,"[' Jeanpierre Schaller ', ' Fabienne Hoerni ', ' ss) Félix Bergeron ']",
13,Bern,Prairies-urbaines,2014-10-19,"[' Anna-Katharina Graf ', ' Simone Keller ', ' Ernesto Molinari ', ' Marcel Zaes ']",
14,Luzern,Klub-Konzerte-Luzern,2014-10-19,"[' Matthias Leupold ', ' Robert Schmidt ']",
15,Luzern,George-Robert-All-Stars-Quartet,2014-10-19,"[' George Robert ', ' Dado Moroni ', ' Peter Washington ', ' Jeff Hamilton ']",
16,Wetzikon,Lateinamerikanische-Harfenmusik,2014-10-19,['Daniela Lorenz '],Classic
17,Zürich,Sylvie-Courvoisier-Mark-Feldman-4tet,2014-10-19,"[' Sylvie Courvoisier ', ' Mark Feldman ', ' Scott Colley ', ' Billy Mintz ']",
18,Winterthur,Inea,2014-10-19,"[' Andrina Bollinger ', ' Marena Whitcher ']",
19,Zürich,James-Vincent-McMorrow,2014-10-19,"['James Vincent McMorrow ', ' support: I Have A Tribe ']",
20,Basel,Dillon,2014-10-19,['Dillon '],Pop
21,Pratteln,Schandmaul,2014-10-19,['Schandmaul '],
22,null,The-Antlers,2014-10-19,"['The Antlers ', ' Maria Hackmann ']",
23,Zürich,Kaiser-Chiefs,2014-10-19,['Kaiser Chiefs '],
24,Murten,Bliss,2014-10-19,['Bliss '],Pop
25,Zürich,The-Barr-Brothers,2014-10-19,['The Barr Brothers '],
26,Baden,Go-Go-Berlin,2014-10-19,['Go Go Berlin '],
27,Bern,Prairies-urbaines,2014-10-19,"[' Katryn Hasler ', ' Florine Juvet ', ' Marcel Zaes ']",
