,location,event,date,artists,genre
0,Basel,Mimiko-Melodia,2014-02-19,['Andreas Kunz '],Classic
1,Luzern,Piano-Entertainment,2014-02-19,['Mark Tenger '],
2,Zürich,Bombay-Bicycle-Club,2014-02-19,['Bombay Bicycle Club '],Pop
3,Winterthur,Königin-der-Trompete,2014-02-19,[' Tine Thing Helseth '],Classic
4,Zürich,Konzert,2014-02-19,[' Janine Jansen '],Classic
5,Baden,Schuberts-Winterreise,2014-02-19,"['Valentin Johannes Gloor ', ' Rahel Sohn Achermann ']",Classic
6,Zürich,Che-Sudaka,2014-02-19,['Che Sudaka '],
7,Bern,One-Republic,2014-02-19,['One Republic '],Pop
8,Zürich,Birdy,2014-02-19,['Birdy '],Pop
9,Pratteln,Civil-War,2014-02-19,['Civil War '],
10,null,Wishbone-Ash,2014-02-19,"['Wishbone Ash ', ' Cliff Stevens Band ']",
11,Zürich,Jazzbaragge-Wednesday-Jam,2014-02-19,"['Oliver Keller ', ' Luca Leombruni ', ' Dominik Burkhalter ']",
12,Luzern,Jam-Night,2014-02-19,"['Sasha Frischknecht ', ' Gregory Schärrer ', ' Raffael Ponchanke ', ' Elio Amberg ']",
13,Solothurn,Miss-May-I,2014-02-19,['Miss May I '],
14,null,Moderat,2014-02-19,['Moderat '],Electronic
15,Winterthur,Jazz-am-Mittwoch,2014-02-19,"[' Olaf Ryter ', ' Babak Nemati ', ' Beat Gisler ', ' Carles Peris ']",
16,Zürich,Achter-Himmel,2014-02-19,"['Andrei Ichtchenko ', ' Christine Lather ', ' Roger Girod ']",Pop
17,Basel,Eneias-Xavier-Quinteto,2014-02-19,"[' Chico Amaral ', ' Matheus Barbosa ', ' Ricardo Fiuza ', ' Eneias Xavier ', ' Mauro Martins ']",
18,Winterthur,Isbells,2014-02-19,['Isbells '],
19,Lausanne,Beady-Eye,2014-02-19,['Beady Eye '],
20,Bern,Monkey-Cup-Dress,2014-02-19,['Monkey Cup Dress '],Pop
21,Zürich,Artist-in-Residence-Andreas-Tschopp,2014-02-19,"[' Joana Aderi ', ' Andreas Tschopp ', ' Vincent Membrez ', ' Fred Bürki ', ' Daniela Sarda ', ' Rico Baumann ']",
22,Zürich,Lambs-&-Wolves,2014-02-19,['Lambs & Wolves '],Pop
23,Baden,Rumpel-&-Racine,2014-02-19,"[' Marianne Racine ', ' Jojo Kunz ']",
24,Rubigen,Vdelli,2014-02-19,['Vdelli '],
25,Luzern,Minimalarge-Ensemble,2014-02-19,"[' Dominic Stahl ', ' Andi Bissig ', ' Angelika Büeler ', ' Anna Bernhard ', ' Simon Iten ', ' Patrik Horat ']",
