,location,event,date,artists,genre
0,Bern,Golden-Years-Jazzband,2015-10-18,"[' Kurt Schlup ', ' Peter Gottstein ', ' Erich Möschler ']",
1,Obbürgen,Bürgenstock-Festival-Esprit-rude-esprit-doux,2015-10-18,"['Emmanuel Pahud ', ' Andreas Ottensamer ', ' José Gallardo ']",Classic
2,Zürich,Orgelkonzert,2015-10-18,['Andreas Wildi '],Classic
3,Pratteln,Heidenfest,2015-10-18,"['Korpiklaani ', ' Die Apokalyptischen Reiter ', ' Finntroll ', ' Varg ', ' Hämatom ', ' Skyforger ', ' Winterstorm ']",
4,Dornach,Musik-aus-Wien,2015-10-18,"['Jörg Demus ', ' Guillaume Effler ']",Classic
5,Zürich,Cantarte-Chorkonzert,2015-10-18,[' Eun-Ah Cho-Nitschke '],Classic
6,Basel,Unsichtbare-Tanzschritte,2015-10-18,[' Adelina Oprean '],Classic
7,Zürich,Jugendliche-Kühnheit-und-Nostalgie,2015-10-18,[' Daniel Sepec '],Classic
8,Basel,De-profundis,2015-10-18,['Thomas Trotter '],Classic
9,null,Gleich-einem-Stern-der-einsam-zieht,2015-10-18,['Hideyo Harada '],Classic
10,Zürich,Förderkonzert-Friends-Musical-Olympus,2015-10-18,"[' Andrew Tyson ', ' Vasilisa Berzhanskaya ', ' Hayrapet Arakelyan ', ' Fedor Rudi ', ' Rudolfs Vanks ']",Classic
11,Luzern,Cannonsoul-feat.-Andy-McKee,2015-10-18,"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",
12,Zürich,This-Is-Pan,2015-10-18,"[' Matthias Kohler ', ' Lukas Thoeni ', ' André Pousaz ', ' Gregor Hilbe ']",
13,Brugg,Zar-Quartet,2015-10-18,"[' Marcus Wyatt ', ' Domenic Landolf ', ' Baenz Oester ', ' Dominic Egli ']",
14,null,Black-M,2015-10-18,['Black M '],
15,Bern,Fu-Manchu,2015-10-18,['Fu Manchu '],
16,null,Maribou-State,2015-10-18,['Maribou State '],Pop
17,Zug,Jaeclectic,2015-10-18,"[' Benno Blattmann ', ' Mark Heinrich ', ' Reto Lehmann ']",
18,Basel,Blackalicious,2015-10-18,['Blackalicious '],
19,Zürich,Pokey-LaFarge,2015-10-18,"['Pokey LaFarge ', ' Jake La Botz ']",Pop
