,location,event,date,artists,genre
0,Zürich,Glantaler-Power-Men,2014-12-15,['Glantaler Power Men '],Pop
1,Solothurn,Gospel-&-Spirituals,2014-12-15,"[' Lori Glori ', ' Mark Glaser ', ' André Kunz ', ' Stephan Brunner ', ' Andreas Schnyder ']",
2,Bern,Sous-les-étoiles,2014-12-15,"[' Martin Dahanukar ', ' Slawek Plizga ', ' Philipp Moll ']",
3,Zürich,Liederabend,2014-12-15,[' Bejun Mehta '],Classic
4,Luzern,Konzert,2014-12-15,[' Sergei Nakariakov '],Classic
5,Zürich,Série-jeunes,2014-12-15,"['Ragnhild Hemsing ', ' Tor Espen Aspaas ']",Classic
6,Zürich,Mighty-Oaks,2014-12-15,"['Mighty Oaks ', ' Charlie Cunningham ']",
7,Pratteln,Molly-Hatchet,2014-12-15,['Molly Hatchet '],
8,Lausanne,Meshugga,2014-12-15,['Meshugga '],
9,Zürich,Soirée-classique,2014-12-15,"['Nils Mönkemeyer ', ' Klaus-Dieter Brandt ', ' Andreas Arend ', ' Sabine Erdmann ']",Classic
10,Lausanne,Samaris,2014-12-15,['Samaris '],Electronic
11,Baden,Scherrer-Evans-Kurmann-Rossy,2014-12-15,"[' Andy Scherrer ', ' William Evans ', ' Stephan Kurmann ', ' Jorge Rossy ']",
12,Luzern,Aaron-Goldberg-Trio,2014-12-15,"[' Aaron Goldberg ', ' Reuben Rogers ', ' Eric Harland ']",
13,Bern,Zatter-Stubete,2014-12-15,['Julian Sartorius '],
14,Basel,Jazzkollektiv-Baboo's-Dinysos,2014-12-15,"[' Lukos Briggen ', ' Jos Valland ', ' Kasparos von Grünigen ', ' Jonos Prina ']",
15,Zürich,Root-Down,2014-12-15,"[' Tommy Meier ', ' Marco von Orelli ', ' Manuel Mengis ', ' Co Streiff ', ' Peter Landis ', ' Hans Anliker ']",
