,location,event,date,artists,genre
0,Winterthur,Mit-inniger-Empfindung,2015-04-04,['Katharina Weber '],Classic
1,Pratteln,Hatefest,2015-04-04,"['Six Feet Under ', ' Marduk ', ' Vader ', ' Hate ', ' Eisregen ', ' Debauchery ']",
2,Zürich,Art-Band,2015-04-04,['Art Band '],Pop
3,Luzern,Piano-Entertainment,2015-04-04,['Dezsö Balogh '],Classic
4,Zürich,Johannes-Passion,2015-04-04,"[' Thomas Hobbs ', ' Tobias Berndt ', ' Grace Davidson ', ' Damien Guillon ', ' Robin Tritschler ', ' Peter Kooij ']",Classic
5,Zürich,Battalion,2015-04-04,['Battalion '],
6,Luzern,The-Lord-of-the-Rings,2015-04-04,[' Kaitlyn Lusk '],Classic
7,Zofingen,Passionskonzert-Oratorium-über-Johann-Hus,2015-04-04,"[' Seraina Perrenoud ', ' Mirjam Blessing ', ' Simon Witzig ', ' Richard Helm ']",Classic
8,Basel,Dreamshade,2015-04-04,[' Six Days Of May '],
9,null,Shaka-Ponk,2015-04-04,['Shaka Ponk '],
10,Luzern,Hanreti,2015-04-04,[' support: Maren Montauk Oak '],
11,Zürich,Stiller-Has,2015-04-04,"[' Endo Anaconda ', ' Schifer Schafer ', ' Salome Buser ', ' Markus Fürst ']",Pop
12,Basel,16.-Internationales-Tango-Festival-OsterTango,2015-04-04,['Tanz: Ruben & Sabrina Veliz '],
13,Baden,Blues-from-the-Heart,2015-04-04,"[' Martin Baschung ', ' Sandro Vanetti ', ' Jürg Amrein ', ' Imad Barnieh ']",
14,Klosters,Champian-Fulton-Trio,2015-04-04,"[' Champian Fulton ', ' Giorgos Antoniou ', ' \r\nMourad Benhammou ']",
15,null,Florian-Favre,2015-04-04,"['Florian Favre ', ' Léo Tardin ']",
16,Zürich,Osternacht,2015-04-04,"['Helen Gloor ', ' Philipp Sager ']",Classic
17,Bad-Ragaz,Ely-Dee,2015-04-04,"[' Elmar Walser ', ' Dietmar Neubauer ']",Pop
18,Münchenstein,John-Wiese,2015-04-04,"['John Wiese ', ' Tarab ', ' Bob Bellerue ']",Electronic
19,Basel,Madjo,2015-04-04,['Madjo '],
20,Zürich,Ela-Orleans,2015-04-04,['Ela Orleans '],Pop
21,Zürich,Gletscher,2015-04-04,['Gletscher '],
22,Zürich,Bob-Log-III,2015-04-04,['Bob Log III '],
23,Luzern,The-Mighty-Fishers,2015-04-04,['The Mighty Fishers '],
24,Baden,Dub-Pistols,2015-04-04,['Dub Pistols '],
25,Zug,Easter-Beaster,2015-04-04,['Evil Hour '],
26,null,Boogie-Belgique,2015-04-04,"['Boogie Belgique ', ' DJ Kid Fonque ']",Pop
27,Basel,Sixteentimes,2015-04-04,"[""Pandora's Bliss ""]",
28,Lausanne,Forever-Pavot,2015-04-04,['Forever Pavot '],Pop
29,Luzern,Einsteins,2015-04-04,['DJs San Holo '],Electronic
