,Unnamed: 0,location,event,date,artists,genre
25753,5,Winterthur,Rise-Against,2015-10-09,"['Rise Against ', ' support: Refused ']",
25754,6,Zürich,Belcanto,2015-10-09,[' Simone Kermes '],Classic
25755,7,Basel,Basel-Plucks,2015-10-09,['Peter Croton '],Classic
25756,8,Aarau,Riversidemosh-Presents,2015-10-09,[' No Consequence '],
25757,9,Visp,Cinphonie-2015,2015-10-09,"[' Manuel Mengis ', ' Yannick Barman ']",Classic
25758,10,null,New-Model-Army,2015-10-09,['New Model Army '],
25759,11,Zürich,Irie-Révoltés,2015-10-09,"['Irie Révoltés ', ' Rdgldgrn ']",
25760,12,Brugg,Silhouette-Tales,2015-10-09,"[' Irene Würsch ', ' Timo Zemp ', ' Sandra Strugalla ', ' Michi Abt ', ' Greg Obrist ']",
25761,13,Zürich,Frittenbude,2015-10-09,['Frittenbude '],
25762,14,Zürich,Frittenbude,2015-10-09,['Frittenbude '],
25763,15,Winterthur,Philipp-Eden-Trio,2015-10-09,"[' Philipp Eden ', ' Dominique Girod ', ' Nicolas Stocker ']",
25764,16,Zürich,Scott-Svosve-&-Funato-Pedretti,2015-10-09,"[' Richard Scott ', ' Tapiwa Svosve ', ' Hiroshi Funato ', ' Jean-Jacques Pedretti ']",
25765,17,Montreux,Orchestre-de-la-Suisse-Romande,2015-10-09,[' Alexander Gavrylyuk '],Classic
25766,18,Zürich,Chico-Freeman-&-Heiri-Känzig-Duo,2015-10-09,"[' Chico Freeman ', ' Heiri Känzig ']",
25767,19,Aarau,Sales,2015-10-09,"['Sales ', ' Der Herr Polaris ']",
25768,20,Zürich,Joseph-&-Maia,2015-10-09,['Joseph & Maia '],Pop
25769,21,Schaffhausen,Elina-Duni-Quartet,2015-10-09,"[' Elina Duni ', ' Colin Vallon ', ' Lukas Traxel ', ' Norbert Pfammatter ']",
25770,22,Ascona,Settimane-musicali-di-Ascona,2015-10-09,"['Miklós Perényi ', ' Benjamin Perényi ']",Classic
25771,23,Winterthur,Carlos-Cipa,2015-10-09,"['Carlos Cipa ', ' Poppy Ackroyd ']",
25772,24,Liebefeld,This-Is-Pan,2015-10-09,"['This Is Pan ', ' Matthias Kohler ', ' Lukas Thöni ', ' André Pousaz ', ' Gregor Hilbe ']",
25773,25,Basel,Atlantic-Crossing,2015-10-09,"[' Roberto Bossard ', ' Mark Soskin ', ' Gildas Boclé ', ' Elmar Frey ']",
25774,26,Aarau,Soen,2015-10-09,['Soen '],Electronic
25775,27,Basel,Basel-Plucks,2015-10-09,['Pablo Marquez '],Classic
25776,28,Thun,The-Tuts,2015-10-09,['The Tuts '],Pop
25777,29,Zürich,Pat-Thomas-&-Kwashibu-Area-Band,2015-10-09,['Pat Thomas & Kwashibu Area Band '],
25778,30,Zürich,Lukas-Brügger-Jazz-Orchestra,2015-10-09,"['Lukas Brügger Jazz Orchestra ', ' Lukas Brügger ', ' Thierry Kuster ', ' Niculin Janett ', ' Rafael Baier ', ' Nils Fischer ', ' Dave Blaser ']",
25779,31,Rubigen,Madison-Violet,2015-10-09,['Madison Violet '],Pop
25780,32,Zürich,Atmosphere,2015-10-09,['Atmosphere '],
25781,33,Lausanne,Public-Image-Ltd,2015-10-09,['Public Image Ltd '],
25782,34,Luzern,3-Dayz-Whizkey,2015-10-09,['3 Dayz Whizkey '],
25783,35,Thun,The-Great-Park,2015-10-09,['The Great Park '],
25784,36,Düdingen,PC-Worship,2015-10-09,['PC Worship '],
25785,37,Luzern,Bodo-Maier-Quintett,2015-10-09,"[' Bodo Maier ', ' Mat Baldinger ', ' Aaron Liddard ', ' Marco Nenniger ', ' Reto Eisenring ']",
25786,38,Sankt-Gallen,Soul-Gallen,2015-10-09,['Saun & Starr '],
25787,39,Zürich,Latin-Touch,2015-10-09,[' dance animation by Alexander Martinez '],
25788,40,Bern,Brain-Damage,2015-10-09,"['Brain Damage ', ' High Tone ']",
25789,41,Basel,Do-the-Beng-Beng,2015-10-09,['Gotz Widmann '],Pop
25790,0,Zürich,Top-Party-Band-Krokodili,2015-10-10,['Top Party Band Krokodili '],
25791,1,Bad-Ragaz,Jill-Benz,2015-10-10,"[' Jill Benz ', ' Alan Rogers ', ' Bruce Roberts ', ' Addie Davies ', ' Ged Fern ', ' Erwin Gieshaber ']",
25792,2,Zürich,Meh-Suff-Presents,2015-10-10,"['Eisregen ', ' Debauchery ', ' Milking the Goatmachine ']",
25793,3,null,Olma-Konzert,2015-10-10,[' Annerös Hulliger '],Classic
25794,4,Basel,Basel-Plucks,2015-10-10,"['Walter Feybli ', ' Urs Neuhaus ']",Classic
25795,5,Binningen,Herzensmusik,2015-10-10,"[' Miriam Feuersinger ', ' Xenia Löffler ']",Classic
25796,6,Zürich,175-Jahre-Tschaikowski,2015-10-10,[' conductor: Sherniyaz Mussakhan '],Classic
25797,7,-Alte-Kirche,Boswil,2015-10-10,"[' Robert Koller ', ' works by Ivan Fedele ']",Classic
25798,8,Zürich,The-Dillians,2015-10-10,['The Dillians '],Pop
25799,9,Münchenstein,Gábor-Lázár,2015-10-10,"['Gábor Lázár ', ' Theo Burt ']",Electronic
25800,10,Basel,Les-Voix-Humaines-Die-Blütezeit-der-Gambe-in-Frankreich,2015-10-10,"['Jane Achtman ', ' Irene Klein ']",Classic
25801,11,Basel,Nojakîn,2015-10-10,"[' Corinne Huber ', ' Christoph Huber ', ' Lukas Kohler ', ' Michael Haudenschild ', ' Benjamin Muralt ', ' Lukas Rutzen ']",
25802,12,Winterthur,Burst-&-Bloom,2015-10-10,['I Not Dance '],
25803,13,Basel,Atlantic-Crossing,2015-10-10,"[' Roberto Bossard ', ' Mark Soskin ', ' Gildas Boclé ', ' Elmar Frey ']",
25804,14,Basel,Saun-&-Starr,2015-10-10,['Saun & Starr '],
25805,15,Zürich,White-Stain,2015-10-10,['White Stain '],
25806,16,Zürich,Acoustic-Night-Café-Deseado,2015-10-10,"[' Julia Herkert ', ' Martin Amstutz ', ' Stefan Gschwend ']",
25807,17,Zürich,Instrumentals-I,2015-10-10,[' Duri Collenberg '],
25808,18,Lausanne,Youssoupha,2015-10-10,['Youssoupha '],
25809,19,Bern,Pablopolar,2015-10-10,['Pablopolar '],Pop
25810,20,Basel,Basel-Plucks,2015-10-10,['Ken Zuckerman '],
25811,21,Bern,PDT,2015-10-10,"[' Dänu Iseli ', ' Jüre Burkhard ', ' Roger Aeschbacher ', ' Stebu Stauffiger ', ' Mike Aeschbacher ']",
25812,22,Rubigen,Earl-Thomas,2015-10-10,['Earl Thomas '],
25813,23,Bern,The-Shit,2015-10-10,['The Shit '],
25814,24,Kriens,Poppy-Ackroyd,2015-10-10,"['Poppy Ackroyd ', ' Carlos Cipa ']",Electronic
25815,25,Zürich,Vega,2015-10-10,['Vega '],
25816,26,Winterthur,House-of-Diiz,2015-10-10,['House of Diiz '],
25817,27,Basel,Impro-Duos,2015-10-10,"['Arlette Dellers ', ' Kilian Dellers ']",
25818,28,Zürich,Ryan-Bingham,2015-10-10,"['Ryan Bingham ', ' Sons of Bill ']",
25819,29,null,Afro-Reggae-Night,2015-10-10,"['Saf-Sap ', ' Sara Lugo & Next Generation Family ']",
25820,30,Bern,Rocky-Wood,2015-10-10,[' support: The Shalalalas '],Pop
25821,31,Basel,Hole,2015-10-10,[' The Tuts '],
25822,32,Luzern,Dixkson,2015-10-10,"['Dixkson ', ' Basement Roots ']",
25823,33,Zürich,5-Years-Beautiful,2015-10-10,['DJs Maor '],
25824,0,Zürich,Top-Party-Band-Krokodili,2015-10-11,['Top Party Band Krokodili '],
25825,1,Zürich,Sisters-Band,2015-10-11,['Sisters Band '],
25826,2,null,Vision-Illusion-Fantasie,2015-10-11,['Frank Dupree '],Classic
25827,3,null,Zappa-Mainolfi,2015-10-11,"['Mattia Zappa ', ' Massimiliano Mainolfi ']",Classic
25828,4,Bern,Victoria-Mozalevskaya,2015-10-11,"['Victoria Mozalevskaya ', ' Philipp Moll ', ' Stewy von Wattenwyl ', ' Kevin Chesham ', ' Special Guest: Victoria Mozalevskaya ']",
25829,5,Bern,175-Jahre-Tschaikowski,2015-10-11,[' conductor: Sherniyaz Mussakhan '],Classic
25830,6,Basel,Abendmusiken-in-der-Predigerkirche-Johann-Vierdanck,2015-10-11,"[' Monika Mauch ', ' Kai Wessel ', ' Achim Glatz ', ' Dominik Wörner ']",Classic
25831,7,Winterthur,Portrait-Scherbakov,2015-10-11,[' Konstantin Scherbakov '],Classic
25832,8,Visp,Cinphonie-2015,2015-10-11,"[' Manuel Mengis ', ' Yannick Barman ']",Classic
25833,9,Basel,Basel-Plucks,2015-10-11,"['Hopkinson Smith ', ' Mariana Flores ']",Classic
25834,10,Zürich,JJ-Rosa,2015-10-11,"['JJ Rosa ', ' JJ Rosa ', ' Matteo Galesi ', ' Alex Grant Turney ', ' Jimmy Wood ']",
25835,11,Lugano,Licht-und-Schatten,2015-10-11,[' Robert Koller '],Classic
25836,12,Zürich,Ryan-Bingham,2015-10-11,"['Ryan Bingham ', ' Sons of Bill ']",
25837,0,Zürich,Sisters-Band,2015-10-12,['Sisters Band '],
25838,1,Basel,Abendkonzert,2015-10-12,[' Roy Howat '],Classic
25839,2,Zürich,Is-Tropical,2015-10-12,['Is Tropical '],Electronic
25840,3,Bern,Jungspund,2015-10-12,[' works by Jagoda Szmytka '],Classic
25841,4,null,Samo-Salamon-Bassless-Trio-feat.-Paul-McCandless-&-Roberto-Dani,2015-10-12,"[' Samo Salamon ', ' Paul McCandless ']",
25842,5,Zürich,Speedy-Ortiz,2015-10-12,['Speedy Ortiz '],
25843,6,Zürich,Severino,2015-10-12,['Severino '],Pop
25844,7,Zürich,Rich-Robinson,2015-10-12,['Rich Robinson '],
25845,8,Pratteln,The-Brew,2015-10-12,['The Brew '],
25846,9,Zürich,Take-That,2015-10-12,['Take That '],Pop
25847,10,Zürich,Tocotronic,2015-10-12,['Tocotronic '],
25848,11,Baden,Le-Rex,2015-10-12,"[' Benedikt Reising ', ' Marc Stucki ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ']",
25849,12,Zürich,The-Rise-&-Fall-of-Maximilian-Hecker,2015-10-12,['The Rise & Fall of Maximilian Hecker '],Pop
25850,13,Zürich,Sarah-McKenzie,2015-10-12,"['Sarah McKenzie ', ' Sarah McKenzie ', ' Jo Caleb ', ' Pierre Boussaguet ', ' Gregory Hutchinson ']",
25851,14,Solothurn,Blue-Monday,2015-10-12,['Rob Tognoni '],
25852,15,Bern,Eugene-Chadbourne,2015-10-12,['Eugene Chadbourne '],
25853,0,Zürich,Sisters-Band,2015-10-13,['Sisters Band '],
25854,1,Zürich,Simon-Wyrsch,2015-10-13,"[' Simon Wyrsch ', ' Oliver Pellet Santos ', ' Dudu Penz ', ' Florian Reichle ']",
25855,2,Rheinfelden,John-Pizzarelli-Quartet,2015-10-13,"[' John Pizzarelli ', ' Larry Fuller ', ' Martin Pizzarelli ', ' Tony Tedesco ']",
25856,3,Basel,Abendkonzert,2015-10-13,[' Roy Howat '],Classic
25857,4,Zürich,Kammermusikabend,2015-10-13,"['Sebastian Bohren ', ' Benjamin Engeli ']",Classic
25858,5,Pratteln,Annihilator,2015-10-13,['Annihilator '],
25859,6,Zürich,Glen-Hansard,2015-10-13,['Glen Hansard '],Pop
25860,7,Zürich,Arracher-son-âme-Zum-100.-Geburtstag-von-Edith-Piaf,2015-10-13,"['Rea Claudia Kost ', ' Niklaus Kost ']",Pop
25861,8,Zürich,Ensiferum,2015-10-13,['Ensiferum '],
25862,9,Zürich,Joris,2015-10-13,['Joris '],Pop
25863,10,Zürich,Annisokay,2015-10-13,"['Annisokay ', ' support: Fearless Vampire Killers ', ' Novelists ']",
25864,11,Bern,Gigan,2015-10-13,"['Gigan ', ' Syk ']",
25865,12,Zürich,Artist-in-Residence-Markus-Schönholzer,2015-10-13,"[' Markus Schönholzer ', ' Selina Schönholzer ', ' Lars Heinzer ', ' John Klingelhoffer ']",
25866,13,Basel,DKSJ-All-Star-Projekt-15,2015-10-13,"[' Sybil Hofstetter ', ' Cinzia Catania ', ' Shems Bendali ', ' Mathieu Voisard ']",
25867,14,Luzern,Loher-&-Hemingway,2015-10-13,"[' Raphael Loher ', ' Gerry Hemingway ']",
25868,0,Basel,Mimiko-Scherzo-&-lago,2015-10-14,"['Beatriz Blanco ', ' Federico Bosco ']",Classic
25869,1,Zürich,Sisters-Band,2015-10-14,['Sisters Band '],
25870,2,Zürich,Orgelspiele-Herbstzyklus,2015-10-14,['Andreas Jost '],Classic
25871,3,Zürich,Marduk,2015-10-14,['Marduk '],
25872,4,Zürich,Klaviersonaten,2015-10-14,['Vassilis Varvaresos '],Classic
25873,5,Luzern,Der-Ring-ohne-Worte,2015-10-14,[' Nelson Freiere '],Classic
25874,6,Basel,Konzertabend-Violine-und-Klavier,2015-10-14,"['Polina Nikiforova ', ' Gérard Wyss ']",Classic
25875,7,Zürich,Arracher-son-âme-Zum-100.-Geburtstag-von-Edith-Piaf,2015-10-14,"['Rea Claudia Kost ', ' Niklaus Kost ']",Pop
25876,8,Baden,Fernlust-Vom-Reisen-inspiriert,2015-10-14,['Luisa Splett '],Classic
25877,9,null,Ein-Amerikaner-in-Paris,2015-10-14,"[' Daniel Gauthier ', ' Magdalena apaj ', ' ', ' Sebastian Pottmeier ', ' Jang Eun Bae ']",Classic
25878,10,Bern,Tim-Vantol,2015-10-14,['Tim Vantol '],Pop
25879,11,Liestal,Chris-Jones-&-The-Nights-Drivers,2015-10-14,['Chris Jones & The Nights Drivers '],
25880,12,Zürich,Soak,2015-10-14,['Soak '],Pop
25881,13,null,Christine-and-the-Queens,2015-10-14,['Christine and the Queens '],Pop
25882,14,Luzern,Jam-Night,2015-10-14,"[' Alessandra Murer ', ' Christian Winiker ', ' Faruk Muelijevic ', ' Thomas Tavano ', ' Sascha Frischknecht ']",
25883,15,Zürich,Tigran-Hamasyan-&-The-Yerevan-State-Chamber-Choir-Luys-i-Luso,2015-10-14,[' Tigran Hamasyan '],
25884,16,Frauenfeld,Dana-Fuchs-&-Band,2015-10-14,['Dana Fuchs & Band '],
25885,17,Luzern,Keller's-10,2015-10-14,"[' Reto Anneler ', ' Rafael Schilt ', ' Linus Hunkeler ', ' Yannick Barman ', ' Bernhard Bamert ']",
25886,18,Zürich,Giorgio-Conte,2015-10-14,"['Giorgio Conte ', ' Giorgio Conte ', ' Bati Berlolio ', ' Alberto Malnati ']",Pop
25887,19,Sankt-Gallen,U.S.-Girls,2015-10-14,['U.S. Girls '],Pop
25888,20,Basel,Tree-Neye,2015-10-14,"[' Jonas Winterhalter ', ' Sebastian von Keler ', ' Oliver Friedli ', ' Hagen Neye ', ' Jan Schwinning ']",
25889,21,Basel,Zar-Quartet,2015-10-14,"[' Domenic Landolf ', ' Marcus Wyatt ', ' Bänz Oester ', ' Dominic Egli ']",
25890,22,Lugano,Gigi-D'Alessio,2015-10-14,"[""Gigi D'Alessio ""]",Pop
25891,23,Zürich,Digger-Barnes,2015-10-14,['Digger Barnes '],Pop
25892,24,Baden,Lukas-&-Friends,2015-10-14,"[' Lukas Brunner ', ' Marco Hochstrasser ', ' Reini Muther ', ' Daniel Hauenstein ']",Pop
25893,25,Bern,Simon-Kempston,2015-10-14,['Simon Kempston '],
25894,26,Zürich,Jazzbaragge-Wednesday-Jam,2015-10-14,"['Michael Bucher ', ' Herbie Kopf ', ' Florian Reichle ']",
25895,0,Zürich,Sisters-Band,2015-10-15,['Sisters Band '],
25896,1,Baden,After-Work,2015-10-15,"[' Stefan Ackle ', ' Mathias Baumann ', ' Roberto di Matino ', ' Ruedi Vögeli ', ' Heinz Wernli ']",Pop
25897,2,Winterthur,Alternatives-Oktoberfest,2015-10-15,['Hero Brothers '],
25898,3,Aarau,Metalmayhem,2015-10-15,"['Northlane ', ' The Acacia Strain ', ' Hellions ']",
25899,4,Zürich,Meisterinterpreten-in-Zürich,2015-10-15,['Francesco Piemontesi '],Classic
25900,5,Luzern,Der-Ring-ohne-Worte,2015-10-15,[' Nelson Freiere '],Classic
25901,6,Zürich,Dave-Matthews-Band,2015-10-15,['Dave Matthews Band '],Pop
25902,7,Zürich,Sigi-Reichmuth,2015-10-15,['Sigi Reichmuth '],
25903,8,Baden,Tim-Vantol,2015-10-15,['Tim Vantol '],Pop
25904,9,Zürich,Arracher-son-âme-Zum-100.-Geburtstag-von-Edith-Piaf,2015-10-15,"['Rea Claudia Kost ', ' Niklaus Kost ']",Pop
25905,10,Zürich,La-Triada,2015-10-15,"[' Corin Curschellas ', ' Astrid Alexandre ', ' Ursina Giger ']",Pop
25906,11,Aarburg,Shame-69,2015-10-15,"[' Tim V ', ' Tony Morrision ', ' Neil Harris ', ' Remmington Pearce ', ' Ian Whitewood ']",
25907,12,Winterthur,Adam-Angst,2015-10-15,"['Adam Angst ', ' Kmpfsprt ', ' Youth Man ']",
25908,13,null,Tomatito,2015-10-15,['Tomatito '],
25909,14,Bern,Caporicci,2015-10-15,['Caporicci '],
25910,15,Winterthur,Marcus-Wyatt-&-Band,2015-10-15,"[' Marcus Wyatt ', ' Domenic Landolf ', ' Bänz Oester ', ' Dominic Egli ']",
25911,16,Affoltern-am-Albis,Cannonsoul-feat.-Andy-McKee,2015-10-15,"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",
25912,17,Bern,Hogjaw,2015-10-15,['Hogjaw '],
25913,18,Liebefeld,The-Great-Harry-Hillman,2015-10-15,"[' Nils Fischer ', ' David Koch ', ' Samuel Huwyler ', ' Dominik Mahnig ']",
25914,19,Baden,Trio-Moustache,2015-10-15,"[' Despina Corazza ', ' Kaspar Eggimann ', ' Jonas Hoenig ', ' Lukas Blattner ']",
25915,20,Zürich,Le-Rex,2015-10-15,"['Le Rex ', ' Benedikt Reising ', ' Marc Stucki ', ' Andreas Tschopp ', ' Marc Unternährer ', ' Rico Baumann ']",
25916,21,Bern,Dan-Webber-Trio-feat.-Rinalda-Caduff,2015-10-15,"[' Andrey Tatarinets ', ' Dirk Raufeisen ', ' Dan Webber ', ' Rinalda Caduff ']",
25917,22,Basel,Alex-Maksymiw-Four,2015-10-15,"[' Logan Richardson ', ' Alex Maksymiw ', ' Phil Donkin ', ' Frank Parker ']",
25918,23,Baden,Incognito,2015-10-15,['Incognito '],
25919,24,Zürich,Kyle-Gass-Band,2015-10-15,['Kyle Gass Band '],
25920,25,Zürich,Kyle-Gass-Band,2015-10-15,['Kyle Gass Band '],
25921,26,Zürich,Benjamin-Folke-Thomas,2015-10-15,['Benjamin Folke Thomas '],
25922,27,Zürich,Jam-Session,2015-10-15,"[' Silvan Petite ', ' Yhonnie de Miranda ', ' Dani Zihlmann ', ' Mike Ryrie ']",
25923,28,Zürich,Pretty-Mery-K,2015-10-15,['Pretty Mery K '],Pop
25924,0,Zürich,Sisters-Band,2015-10-16,['Sisters Band '],
25925,1,Basel,Orgelspiel-zum-Feierabend,2015-10-16,['Christoph Lowis '],Classic
25926,2,Dietikon,Feierabendmusik,2015-10-16,"['Angelina Märki ', ' Bernhard Hörler ']",Classic
25927,3,Luzern,Bürgenstock-Festival-Esprit-rude-esprit-doux,2015-10-16,"['Emmanuel Pahud ', ' Andreas Ottensamer ', ' José Gallardo ']",Classic
25928,4,Zürich,Gonoreas,2015-10-16,['Gonoreas '],
25929,5,Zürich,Duo-Braggio-Franchini,2015-10-16,"['Sara Franchini ', ' Francesco Braggio ']",Classic
25930,6,Zürich,Masterinterpreten-Opus-V,2015-10-16,"[' Irina Shishkova ', ' Maria Solozobova ']",Classic
25931,7,Zürich,The-Tallest-Man-on-Earth,2015-10-16,['The Tallest Man on Earth '],
25932,8,Zürich,Diana-Krall,2015-10-16,"['Diana Krall ', ' Diana Krall ', ' Patrick Warren ', ' Stuart Duncan ', ' Anthony Wilson ', ' Dennis Crouch ', ' Karriem Riggins ']",
25933,9,Lenk-im-Simmental,Cantarte-Chorkonzert,2015-10-16,[' Eun-Ah Cho-Nitschke '],Classic
25934,10,Zürich,Pianos-Become-The-Teeth,2015-10-16,"['Pianos Become The Teeth ', ' support: Milk Teeth ']",
25935,11,Solothurn,Millencolin,2015-10-16,['Millencolin '],
25936,12,Basel,Selah-Sue,2015-10-16,['Selah Sue '],
25937,13,Zürich,Bushido,2015-10-16,['Bushido '],
25938,14,Zürich,Carlo-Mombelli-&-DKSJ-Allstar-Orchestra,2015-10-16,['Carlo Mombelli & DKSJ-Allstar Orchestra '],
25939,15,Zürich,The-Soft-Moon,2015-10-16,['The Soft Moon '],
25940,16,Bülach,Remembering-Cannonball-Adderley,2015-10-16,"[""Patrick Bianco's Cannonsoul feat. Andy McKee "", ' Peter Tuscher ', ' Patrick Bianco ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",
25941,17,Bülach,Cannonsoul-feat.-Andy-McKee,2015-10-16,"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",
25942,18,Zürich,Sekhmet-&-Ryoko-Ono,2015-10-16,"['Sekhmet & Ryoko Ono ', ' Vincent Glanzmann ', ' Sara Käser ', ' Raphael Loher ', ' Ryoko Ono ']",
25943,19,Winterthur,Footprints,2015-10-16,"[' Alain Brenzikofer ', ' Roland Wernli ', ' Andreas Wahlbrink ', ' Bea Kronenberg ']",
25944,20,Frick,Fricktaler-Blues-Festival,2015-10-16,['Dana Fuchs & Band '],
25945,21,Liebefeld,Marc-Perrenoud-Trio,2015-10-16,"[' Marc Perrenoud ', ' Marco Müller ', ' Cyril Regamey ']",
25946,22,Baden,Franziska-Hauser-Band,2015-10-16,"[' Franziska Hauser ', ' Simon Huwiler ', ' Andreas Caplazi ', ' Ron Sumners ', ' Oliver Gayk ']",Pop
25947,23,Feuerthalen,Brendan-Monaghan,2015-10-16,['Brendan Monaghan '],Pop
25948,24,Ascona,Settimane-musicali-di-Ascona,2015-10-16,[' Maurice Steger '],Classic
25949,25,Winterthur,Hogjaw,2015-10-16,['Hogjaw '],
25950,26,Zürich,Brian-Auger's-Oblivion-Express-feat.-Alex-Ligertwood,2015-10-16,"[""Brian Auger's Oblivion Express feat. Alex Ligertwood "", ' Brian Auger ', ' Alex Ligertwood ', ' Travis Carlton ', ' Karma Auger ']",
25951,27,Zug,Mia.,2015-10-16,[' Biste Mode Tour '],Pop
25952,28,Basel,Zar-Quartet,2015-10-16,"[' Marcus Wyatt ', ' Domenic Landolf ', ' Bänz Oester ', ' Dominic Egli ']",
25953,29,Dübendorf,La-Strada-Invisibile,2015-10-16,"[' Rita Marcotulli ', ' Luciano Biondini ']",
25954,30,Zürich,Henk,2015-10-16,['Henk '],Pop
25955,31,Baden,Shilpa-Ray,2015-10-16,"['Shilpa Ray ', ' The Franklin Electric ']",
25956,32,Rubigen,Aynsley-Lister,2015-10-16,['Aynsley Lister '],
25957,33,Aarau,Lewis-Parker,2015-10-16,['Lewis Parker '],
25958,34,Lausanne,Les-innocents,2015-10-16,"['Les innocents ', ' Bastien Lallement ']",Pop
25959,35,Bern,Pretty-Mery-K,2015-10-16,['Pretty Mery K '],Pop
25960,36,Bern,Vinicio-Capossela-&-La-Banda-della-Posta,2015-10-16,['Vinicio Capossela & La Banda della Posta '],
25961,37,Brugg,Noche-flamenca,2015-10-16,"[' Albert Cases ', ' Daniel Portmann ', ' Marius Bürgisser ', ' Bahur Ghazi ', ' Lukas Knecht ']",
25962,38,null,Pokey-Lafarge,2015-10-16,['Pokey Lafarge '],
25963,39,Bern,Tapas-Mixtas,2015-10-16,"[' Adrian Balmer ', ' Uele Hartmann ', ' Dide Heiniger ', ' George Hartmann ', ' Role Wüthrich ', ' Henry Mühlethaler ', ' Willy Müller ']",
25964,40,Winterthur,Fùgù-Mango,2015-10-16,['Fùgù Mango '],
25965,41,null,Rams,2015-10-16,"[' Rams ', ' Philip Zeman ', ' Pidi Leuenberger ']",
25966,42,Chur,Tim-Vantol,2015-10-16,['Tim Vantol '],
25967,43,Luzern,Noche-Latina,2015-10-16,"[' Robert Marcano ', ' Rodrigo Rodriguez ', ' Cesar Correa ', ' Roberto Koch ', ' Edwin Sanz ']",
25968,44,Zug,The-Secret-Sits,2015-10-16,['The Secret Sits '],
25969,45,Luzern,Wonder-Vincent-&-Humulus,2015-10-16,['Wonder Vincent & Humulus '],
25970,46,Zürich,Grimsvötn,2015-10-16,['Grimsvötn '],
25971,47,Thun,Chris-Hazeltucky,2015-10-16,['Chris Hazeltucky '],Pop
25972,48,Bern,Tambours-du-Bronx,2015-10-16,['Tambours du Bronx '],
25973,49,Zürich,Oriental-Senses,2015-10-16,[' Zaher Assaf '],
25974,50,Sankt-Gallen,A-WA,2015-10-16,['A-WA '],Electronic
25975,51,Wetzikon,We-The-People,2015-10-16,[' Benjamin Folke Thomas '],
25976,52,Basel,Nachtklang-Grosse-Sinfonik,2015-10-16,"['Julia Schröder ', ' Matthias Müller ', ' Bodo Friedrich ', ' Mariana Doughty ', ' Christoph Dangel ', ' Hristo Kouzmanov ']",Classic
25977,53,Zürich,Pilgrim,2015-10-16,"[' Christoph Irniger ', ' Stefan Aeby ', ' Dave Gisler ', ' Raffaele Bossard ', ' Michi Stulz ']",
25978,0,Bern,Bernische-Chopin-Gesellschaft,2015-10-17,['Andrew Tyson '],Classic
25979,1,Zürich,Sisters-Band,2015-10-17,['Sisters Band '],
25980,2,Obbürgen,Bürgenstock-Festival-Esprit-rude-esprit-doux,2015-10-17,"['Emmanuel Pahud ', ' Andreas Ottensamer ', ' José Gallardo ']",Classic
25981,3,Zürich,Cantarte-Chorkonzert,2015-10-17,[' Eun-Ah Cho-Nitschke '],Classic
25982,4,Zürich,Nordwestdeutsche-Philharmonie,2015-10-17,['Alexei Volodin '],Classic
25983,5,Basel,I-Tempi-&-Daniel-Sepec,2015-10-17,[' Daniel Sepec '],Classic
25984,6,Luzern,Peter-Kraus-&-Band,2015-10-17,['Peter Kraus & Band '],traditional
25985,7,Oberentfelden,Enforcer,2015-10-17,"['Enforcer ', ' Wolf ', '  Dynamite ']",
25986,8,Zürich,Selah-Sue,2015-10-17,['Selah Sue '],Pop
25987,9,Zürich,Hecht,2015-10-17,['Hecht '],Pop
25988,10,Chur,Millencolin,2015-10-17,['Millencolin '],
25989,11,Zürich,God-Is-An-Astronaut,2015-10-17,['God Is An Astronaut '],
25990,12,Pratteln,Stereophonics,2015-10-17,['Stereophonics '],
25991,13,Zug,Zeit-los,2015-10-17,"[' Barbara Schingnitz ', ' Estelle Costanzo ', ' Lanet Flores ', ' Linus Cathomas ']",Classic
25992,14,Bern,Cyrill-Lim,2015-10-17,"['Cyrill Lim ', ' In Absentias ']",
25993,15,Luzern,Chorkonzert,2015-10-17,[' Nuria Richner '],Classic
25994,16,Zürich,Marius-Müller-Westernhagen,2015-10-17,['Marius Müller Westernhagen '],
25995,17,Frick,Fricktaler-Blues-Festival,2015-10-17,['Morblus '],
25996,18,Chur,Cannonsoul-feat.-Andy-McKee,2015-10-17,"[' Patrick Bianco ', ' Peter Tuscher ', ' Renato Chicco ', ' Andy McKee ', ' Bernd Reiter ']",
25997,19,Zürich,The-Phantom-Band,2015-10-17,['The Phantom Band '],
25998,20,Solothurn,Wheatus,2015-10-17,['Wheatus '],Pop
25999,21,Zürich,Balbina,2015-10-17,['Balbina '],Pop
26000,22,Zug,The-Outside-Track,2015-10-17,['The Outside Track '],
26001,23,Basel,Zar-Quartet,2015-10-17,"[' Marcus Wyatt ', ' Domenic Landolf ', ' Bänz Oester ', ' Dominic Egli ']",
26002,24,Zürich,Fabrikjazz,2015-10-17,['ICP Orchestra '],
26003,25,Winterthur,Heimspiel,2015-10-17,[' Temporal Sluts '],
