,location,event,date,artists,genre
0,Winterthur,Fabian-Mueller-Duo,2016-01-30,"[' Fabian Mueller ', ' Reto Suhner ']",
1,Rieden,Weinberger-Kammerorchester,2016-01-30,['Mischa Maisky '],Classic
2,Reinach,Händels-Koch-oder-das-beste-Rezept-für-Arkadien,2016-01-30,"['Katharina Eicke ', ' Christopher Zimmer ', ' Nadia Carboni ', ' Christian Hickel ']",Classic
3,null,Winterliedern-und-Psalmen-der-Hoffnung,2016-01-30,"[' Sarah Nathalie Maeder ', ' ', ' Luca Bernard ', ' Priska Zaugg ']",Classic
4,Zürich,Will-and-the-People,2016-01-30,['Will and the People '],Pop
5,Bern,Wiener-Johann-Strauss,2016-01-30,[' works by Strauss '],Classic
6,Winterthur,Musikkollegium-Winterthur,2016-01-30,['Steven Isserlis '],Classic
7,Luzern,Blasorchester-Stadtmusik-Luzern,2016-01-30,['Dimitri Ashkenazy '],Classic
8,Zürich,Internationales-Country-Music-Festival,2016-01-30,"['The Farm ', ' Blueground & Klara ']",
9,Brugg,Stradivari-Quartett,2016-01-30,"['Christian Poltera ', ' Blythe Teh Engstroem ']",Classic
10,Meilen,Jahreskonzert-Musikverein-Meilen,2016-01-30,"['Oscar Navarro ', ' Rita Karin Meier ']",traditional
11,Basel,Bach-Cellistisch,2016-01-30,[' Roel Dieltiens '],Classic
12,Stäfa,Biblische-Lieder-Notturno,2016-01-30,[' Barbara Stucky '],Classic
13,Zürich,Ludwig-van-von-früh-bis-spät,2016-01-30,[' Bernd Glemser '],Classic
14,Zürich,Fünf-Ensembles-an-der-Zürcher-Acapellanight,2016-01-30,[' Extraton '],Pop
15,Basel,Ensemble-Polysono,2016-01-30,"[' Christine Simolka ', ' Matthias Ebner ', ' Igor Kombaratov ', ' Markus Stolz ', ' René Wohlhauser ']",Classic
16,Basel,Irish-Traditional-Music,2016-01-30,"[' Gille le Bigot ', ' Kathleen Dineen ']",
17,Pratteln,Kataklysm,2016-01-30,"['Kataklysm ', ' Septicflesh ', ' Aborted ']",
18,Zürich,Vinicio-Capossela,2016-01-30,['Vinicio Capossela '],
19,Aarburg,Runnin-Wild,2016-01-30,"['Dave Phillips & The Hot Rod Gang ', ' The John Lewis Trio ', ' Jack Rabbit Slim ']",
20,Zürich,Silla,2016-01-30,['Silla '],
21,Lenzburg,Des-Teufels-Lockvögel,2016-01-30,['Des Teufels Lockvögel '],
22,null,The-Residents,2016-01-30,['The Residents '],
23,Winterthur,Lennox-CF,2016-01-30,"[' Marco  Sacchetti ', ' Riccardo Lunardi ', ' Nic Dell´Aquila ', ' Martin Beerli ', ' René Spengler ', ' Urs Stäheli ']",Pop
24,Basel,Alex-Sipiagin-Quintet,2016-01-30,"[' Alex Sipiagin ', ' Igor Butman ', ' David Gilmore ', ' Stephan Kurman ', ' Eduard Zizak ']",
25,Zürich,Christoph-Merki-music-01,2016-01-30,"['Christoph Merki music 01 ', ' Daniel Schenker ', ' Christoph Merki ', ' Ramon ZIegler ', ' Lars Schmid ', ' Mario von Holten ']",
26,Baden,Maja-&-The-Beats,2016-01-30,"[' Maja Doppler ', ' Isabelle Spesche ', ' Anja Tremp ', ' Christian Doppler ', ' Herbert Muff ', ' Andri Tremp ']",
27,null,Philipp-Fankhauser,2016-01-30,"[' Philipp Fankhauser ', ' Marco Jencarelli ', ' Hendrix Ackle ', ' Angus Thomas ', ' Richard Spooner ']",
28,Cham,The-Christians,2016-01-30,['The Christians '],
29,Zürich,Mykki-Blanco,2016-01-30,[' Mykki Blanco '],
30,Basel,Tom-Freund,2016-01-30,['Tom Freund '],
31,Chur,Mobb-Deep,2016-01-30,['Mobb Deep '],
32,Zürich,Meersalz,2016-01-30,"['Meersalz ', ' Leon Baldesberger ', ' Philipp Saner ', ' Manuel Wülser ', ' Samuel Huwyler ', ' Maxime Paratte ']",
33,Laufen,Raporters,2016-01-30,['Raporters '],
34,Basel,Woodville-3,2016-01-30,"[' Will Wood ', ' Timmy Leiser ', ' Hannes Fankhauser ']",
35,Zürich,Rushhour,2016-01-30,"[' Charlotte Claesson ', ' Stephanie Lambert ', ' Thomas Gläser ', ' Olivier Keller ', 'Pascal Keller ']",Pop
36,Basel,Aaron-Liddard-feat.-Anissa-Damali,2016-01-30,"[' Aaron Liddard ', ' Anissa Damali ', ' Bodo Maier ', ' Tom Vernon ', ' Roberto Koch ', ' Mauro Martins ']",
37,Baden,One-of-a-Million,2016-01-30,['Electric Eye '],
38,Düdingen,Mellowtone,2016-01-30,['Mellowtone '],
39,Bern,Protestango,2016-01-30,['Protestango '],
40,Lausanne,Domi-Chansorn,2016-01-30,"[' Blueblut ', ' Cabaret Contemporain ']",Pop
41,null,Kraftklub,2016-01-30,['Kraftklub '],
