,location,event,date,artists,genre
0,Basel,Fokus-frühes-19.-Jahrhundert,2014-10-15,"['Tobias Schabenberger ', ' Chiara Banchini ', ' Käthi Gohl ']",Classic
1,Basel,Mimiko-Rastlose-Ferne,2014-10-15,"['Valerio Zanolli ', ' Abelia Nordmann ']",Classic
2,Solothurn,Asking-Alexandria,2014-10-15,['Asking Alexandria '],
3,Bern,Meisterkonzert,2014-10-15,"['Gautier Capuçon ', ' Frank Braley ']",Classic
4,Lausanne,Death-By-Chocolate,2014-10-15,[' These Reigning Days '],
5,Basel,Horizont-Bach-Jubiläumskonzert,2014-10-15,"[' Sarah Wegener ', ' Felix Renggli ', ' Heinz Holliger ', ' François Benda ', ' Diego Chenna ', ' Olivier Darbellay ', ' Esther Hoppe ', ' Jürg Dähler ', ' Daniel Haefliger ', ' Martin Müller ']",Classic
6,Luzern,Sinfoniekonzert,2014-10-15,[' Maria João Pires '],Classic
7,Palais-des-Congrès,null,2014-10-15,"[' Urs Peter Schneider ', ' Urs Peter Schneider ']",Classic
8,Zürich,Konzert,2014-10-15,[' David Fray '],Classic
9,Rubigen,Focus,2014-10-15,['Focus '],
10,Brunnen,Randy-Thompson,2014-10-15,['Randy Thompson '],
11,Basel,Yann-Tiersen,2014-10-15,['Yann Tiersen '],
12,Zürich,Jazzbaragge-Wednesday-Jam,2014-10-15,"['Florian Favre ', ' Manu Hagmann ', ' Alexander Maurer ']",
13,Pratteln,The-69-Eyes,2014-10-15,['The 69 Eyes '],
14,Zürich,Benjrose,2014-10-15,['Benjrose '],
15,Bern,Kreisky,2014-10-15,['Kreisky '],
16,Luzern,Herbie's-Explo-3000,2014-10-15,"[' Herbie Kopf ', ' Adi Pflugshaupt ', ' Hans Feigenwinter ', ' Herbie Kopf ', ' Pius Baschnagel ']",
17,Basel,Derendinger-Streiff-Rohner,2014-10-15,"[' Sanshi Ueli Derendinger ', ' Balthasar Streiff ', ' Lukas Rohner ']",
18,Schaffhausen,Revolverheld,2014-10-15,"['Revolverheld ', ' The Jog Foggers ']",Pop
19,Zürich,Joe-McPhee-&-Chris-Corsano,2014-10-15,"['Joe McPhee & Chris Corsano ', ' Joe McPhee ', ' Chris Corsano ']",
20,Bern,Melingo,2014-10-15,['Melingo '],
21,Zürich,Artist-in-Residence-Florian-Egli,2014-10-15,"[' Valentin Dietrich ', ' Silvan Jeger ', ' Dominique Girod ', ' Florian Egli ', ' Matthias Spillman ', ' Luzius Schuler ']",
22,Basel,Leo-Stannard,2014-10-15,['Leo Stannard '],Pop
23,Winterthur,Minot,2014-10-15,['Minot '],
24,Zürich,Bukowski,2014-10-15,['Cam '],Pop
