,location,event,date,artists,genre
0,Paléo,Nyon,2013-07-23,"['Neil Young & Crazy Horse ', ' Phoenix ', ' Alt-J ', ' Lou Doillon ', ' Two Gallants ', ' Reptile Youth ', ' Gesaffelstein ', ' Palma Violets ', ' Mermonte ', ' Heymoonshaker ']",Phoenix
1,Luzern,Piano-Entertainment-Blue-Soul-&-Me,2013-07-23,['Mark Tenger '],
2,Verbier,Verbier-Festival,2013-07-23,"[' Lisa Batiashvili ', ' François Leleux ', ' Jan Lisiecki ', ' Lisa Milne ', ' Lilli Paasikivi ', ' Pavol Breslik ', ' Marco Jentzsch ', ' Matthew Rose ']",Classic
3,Vers-l'Eglise,Menuhin's-Heritage-I,2013-07-23,"['Vilde Frang ', ' Michail Lifits ']",Classic
4,null,Stimmen,2013-07-23,['Elton John '],Pop
5,KKL,Luzern,2013-07-23,['Elvis Costello & The Imposters '],
6,Verbier,Verbier-Festival,2013-07-23,['Grigory Sokolov '],Classic
7,Luzern,Blue-Balls-Festival,2013-07-23,"['James Morrison ', ' Josh Kumra ']",
8,Grand-Casino-Basel,Basel,2013-07-23,['Jane Birkin '],
9,null,Langnau-Jazz-Nights,2013-07-23,"['Seamus Blake Band ', ' The Swallow Quintet feat. Carla Bley ']",
