,location,event,date,artists,genre
0,Zürich,4.-Fastensonntag-Laetare,2014-03-29,"['Emanuel Rütsche ', ' Felix Gubser ']",Classic
1,Bern,Bernische-Chopin-Gesellschaft,2014-03-29,['Beatrice Rana '],Classic
2,Basel,Konzert-für-Flöte-und-Harfe,2014-03-29,"['Franziska Kerler ', ' Stephanie Meitzner ']",Classic
3,Zürich,Atlas-&-Axis,2014-03-29,['Atlas & Axis '],
4,Luzern,Piano-Entertainment,2014-03-29,['Mega Horvath '],
5,Zürich,Sugarfive,2014-03-29,"[' Nevio Tebaldi ', ' Dino Romano ', ' Davide Mandato ', ' Fabiano Lapulce ', ' Tommaso M. Tedesco ']",Pop
6,Lyss,Ladylike-Lily,2014-03-29,['Ladylike Lily '],
7,Basel,Mozart-Requiem,2014-03-29,"[' Jessica Jans ', ' Silke Gäng ', ' Jakob Pilgram ', ' Ernst Buscagne ']",Classic
8,Luzern,Africa,2014-03-29,"['Leonard Chew ', ' Irène Weis ', ' Raymond Caduff ']",Classic
9,Bern,Anna-Calvi,2014-03-29,['Anna Calvi '],
10,Luzern,Sinfonie-in-Bildern,2014-03-29,"[' Julia Sukmanova ', ' Alexandra Petersamer ', ' Jörg Dürmüller ', ' Wilhelm Schwinghammer ']",Classic
11,Thun,Sinfoniekonzert,2014-03-29,[' Georgios Balatsinos '],Classic
12,Berikon,Vox-Amoris,2014-03-29,"[' Erik Schumann ', ' Isabel Charisius ', ' Sebastian Bohren ']",Classic
13,Zürich,M4Music,2014-03-29,"['Broken Bells ', ' Dillon ', ' Bonaparte ']",Pop
14,Lausanne,Alex-Hepburn,2014-03-29,['Alex Hepburn '],
15,Zürich,M4Music,2014-03-29,['Glass Animals '],Pop
16,Aarau,Devil-Driver,2014-03-29,"['Devil Driver ', ' Sylosis ', ' Bleed From Within ']",
17,Zürich,Manu-Dibango-&-The-Soul-Makossa-Gang,2014-03-29,['Manu Dibango & The Soul Makossa Gang '],
18,Bern,Hiromi,2014-03-29,['Hiromi '],
19,null,Mumakil,2014-03-29,"[' Rotten Sound ', ' Blockheads ', ' Ingrowing ', ' Feastem ', ' Whoresnation ']",
20,Herrliberg,Almerim-Konzert,2014-03-29,"['Damian Giosuel Benedetti ', ' Eva Luna Benedetti ', ' Reto Hofstetter ']",
21,Zürich,Lissie,2014-03-29,['Lissie '],
22,Lichtensteig,Famiglia-Rossi,2014-03-29,['Famiglia Rossi '],
23,Wädenswil,Jokerwoman-Revisited,2014-03-29,"[' Dodo Hug ', ' Evisio Contini ', ' Andreas Kühnrich ']",Pop
24,Luzern,Keebonk,2014-03-29,['Keebonk '],
25,Winterthur,Burst-&-Bloom,2014-03-29,"['Fjørt ', ' El Camino Car Crash ', ' I Saw Daylight ']",
26,Basel,Rudi-Berger-Quintet-feat.-Mike-Clark,2014-03-29,"[' Rudi Berger ', ' Mauro Rodrigues ', ' William Evans ', ' Stephan Kurmann ', ' Mike Clark ']",
27,Schaffhausen,Bonebreaker-Ball,2014-03-29,[' I Scream for Ice Cream '],
28,Winterthur,Noche-cubana,2014-03-29,['Live: Azúcar '],
29,Luzern,Samavayo,2014-03-29,['Samavayo '],
30,Thun,Ratatöska,2014-03-29,['Ratatöska '],
31,Cham,Roachford,2014-03-29,['Roachford '],Pop
32,Sursee,Äl-Jawala,2014-03-29,['Äl Jawala '],
33,Zürich,Eszter-Munkácsy-Quartet,2014-03-29,"['Eszter Munkácsy Quartet ', ' Eszter Munkácsy ', ' Dániel Szebényi ', ' Tibor Fonay ', ' Péter Laskay ']",
34,null,Matthias-Kolly-&-Band,2014-03-29,"[' Matthias Kolly ', ' Charlotte Planchou ', ' Julien Minguely ', ' Eduardo Mendez ', ' Aldéric Staehli ', ' Antoine Humberset ']",
35,Rubigen,Albert-Lee-&-Hogan's-Heroes,2014-03-29,"[""Albert Lee & Hogan's Heroes ""]",
36,Zürich,Baskery,2014-03-29,"['Baskery ', ' Hugo Race ']",
37,Zürich,Malfunktion,2014-03-29,"[' Salvatore Catalano ', ' Lukas Marti ', ' Michael Schoenenberger ', ' Tobias Helfenstein ', ' Christoph Loetscher ']",
38,Zürich,M4Music,2014-03-29,['Chlöe Howl '],Pop
39,Wil,Apparatschik,2014-03-29,['Apparatschik '],
40,Basel,Bson,2014-03-29,"['Bson ', ' Fjodor ', ' Burnpilot ']",
41,null,Lexer,2014-03-29,['Lexer '],Electronic
42,null,Septeto-International-feat.-Juan-Munguía,2014-03-29,[' Michael Fleiner '],
43,null,Next-Step,2014-03-29,['DJs Sam Binga '],Electronic
44,null,Scarecrow,2014-03-29,['Scarecrow '],
45,Rorschach,El-Bachatazo-Latin-Night,2014-03-29,"[""DJ Da'le ""]",
46,Winterthur,Glow,2014-03-29,['Kölsch '],Electronic
47,Zürich,M4Music,2014-03-29,['Charli XCX '],
