,location,event,date,artists,genre
0,Basel,Lunchkonzert,2014-02-18,"['Kim-Lillian Strebel ', ' Nathalie Mittelbach ', ' Markus Nykänen ', ' Jason Cox ']",Classic
1,Zürich,Jazzapero,2014-02-18,"[' Elmar Kluth ', ' Fredi Schmid ', ' Thomas Hirt ', ' Sarah Peng ']",Pop
2,Zürich,Feierabendwerkschau,2014-02-18,"[' Christoph Gallio ', ' Andrea Neumann ', ' Ernst Thoma ', ' Dominique Girod ', ' Julian Sartorius ']",
3,Zürich,Satellite-Stories,2014-02-18,['Satellite Stories '],
4,Zürich,Beady-Eye,2014-02-18,['Beady Eye '],
5,Basel,Streichquartette,2014-02-18,['Belcea Quartet '],Classic
6,Basel,AMG-World-Orchestras,2014-02-18,[' Nikolai Lugansky '],Classic
7,Pratteln,A-Pale-Horse-Named-Death,2014-02-18,['A Pale Horse Named Death '],
8,Basel,Auf's-Auge-Porträtkonzert-Bernhard-Lang,2014-02-18,[' Riccarda Caflisch '],Classic
9,Zürich,Hoffmaestro,2014-02-18,['Hoffmaestro '],
10,Zürich,Andy-McKee,2014-02-18,['Andy McKee '],Pop
11,Aarburg,Eric-Steckel-&-Band,2014-02-18,['Eric Steckel & Band '],
12,Zürich,Two-and-Yuna,2014-02-18,"['Chantal Krebs ', ' Luzian Graber ']",Pop
13,Chur,Konzert,2014-02-18,['Benjamin Engeli '],Classic
14,Thun,Colin-Vallon-Trio,2014-02-18,"[' Colin Vallon ', ' Patrice Moret ', ' Julian Sartorius ']",
15,Lausanne,Breton,2014-02-18,"['Breton ', ' Did ']",
16,Zürich,Rumpel-&-Racine,2014-02-18,"[' Jojo Kunz ', ' Marianne Racine ']",
17,Basel,Eneias-Xavier-Quinteto,2014-02-18,"[' Chico Amaral ', ' Matheus Barbosa ', ' Ricardo Fiuza ', ' Eneias Xavier ', ' Mauro Martins ']",
18,null,Howe-Gelb-&-Band,2014-02-18,['Howe Gelb & Band '],
19,Zürich,Get-The-Blessing,2014-02-18,"['Get The Blessing ', ' Jack McMurchie ', ' Pete Judge ', ' Jim Barr ', ' Clive Deamer ']",
20,Bern,Freak-Sessions,2014-02-18,['Presque Maudit '],
21,Zürich,Scott-Kelly-&-The-Road-Home,2014-02-18,['Scott Kelly & The Road Home '],
