,location,event,date,artists,genre
0,Luzern,Piano-Entertainment-Pure-Melodies,2013-03-19,['Oliver Töngi '],Pop
1,Zürich,Racine-Kappeler,2013-03-19,"[' Marianne Racine ', ' Vera Kappeler ']",
2,Kulturfabrik-Kofmehl,Solothurn,2013-03-19,"['Madball ', ' Terror ', ' Comeback Kid ', ' Your Demise ', ' AYS ', ' The Setup ']",
3,Basel,Gideon,2013-03-19,"['Gideon ', ' support: Fathoms ', ' Here Lies A Warning ']",
4,Zürich,Gewinner-des-Concours-Géza-Anda,2013-03-19,['Varvara Nepomnyashchaya '],Classic
5,Luzern,Chorkonzert,2013-03-19,"[' Brigitte Fournier ', ' Rolf Romei ']",Classic
6,Aarau,Heldentaten,2013-03-19,[' Daniel Lichti '],Classic
7,Luzern,Peter-Hook-&-The-Light,2013-03-19,['Peter Hook & The Light '],
8,Bern,Internationales-Jazzfestival-Bern,2013-03-19,"['The Lucky & Tamara Peterson Band ', ' Lucky Peterson ', ' Tamara Peterson ', ' Shawn Kellerman ', ' Tim Waites ', ' Raul Valdes ']",
9,Aarau,Heldentaten,2013-03-19,[' Daniel Lichti '],Classic
10,Zürich,Kvelertak,2013-03-19,"['Kvelertak ', ' Truckfighters ', ' El Doom & The Born Electric ']",
11,Zürich,The-Jeff-Hamilton-Trio,2013-03-19,"[' Jeff Hamilton ', ' Tamir Hendelman ', ' Christoph Luty ']",
12,X-tra,Zürich,2013-03-19,['-M- '],
13,Zürich,Hauschka-&-Samuli-Kosminen,2013-03-19,['Hauschka & Samuli Kosminen '],Pop
14,Zürich,Los-Acuña,2013-03-19,['Los Acuña '],
15,Zürich,Vinicio-Capossela,2013-03-19,['Vinicio Capossela '],Pop
16,Kaufleuten,Zürich,2013-03-19,['Raúl Midón '],
17,Basel,Chaotic-moebius,2013-03-19,"['Micaela Grau Durán ', ' ', ' Dominik Dolega ']",Classic
18,Zürich,Röser-Flüeler-Susi,2013-03-19,"[' Anna Röser ', ' Jo Flüeler ', ' Faritamo Susi ', ' Rishin Singh ', ' Jason Kahn ']",
19,Basel,Paolo-Thorsen-Nagel-Projekt-feat.-Johannes-Enders,2013-03-19,"[' Johannes Enders ', ' Paolo Thorsen-Nagel ', ' Rainer Böhm ', ' Arne Huber ', ' Daniel Mudrack ']",
20,Zürich,Hermeto-Pascoal-&-Group,2013-03-19,"['Hermeto Pascoal & Group ', ' Hermeto Pascoal ', ' Aline Morena ', ' Itiberê Zwarg ', ' André Marques ']",
21,Luzern,Bachelorprojekt-Konzerte,2013-03-19,"[' Dario Meier ', ' Mathieu Voisard ', ' Benjamin Kieser ', ' Pirmin Huber ', ' Clemens Kuratle ', ' Nino Wenger ', ' Mischa Maurer ', ' Lukas Traxel ', ' Lukas von Flüe ', ' Nino Wenger ', ' Samuel Leipold ', ' Lukas Traxel ']",
22,Zürich,Lugares-Vivos,2013-03-19,"[' Jessica Cabrales ', ' Elina Bächlin ', ' Julian Dillier ', ' Lobosch Grüter ', ' Carlo Menet ']",
23,Bern,Internationales-Jazzfestival-Bern,2013-03-19,"['The Lucky & Tamara Peterson Band ', ' Lucky Peterson ', ' Tamara Peterson ', ' Shawn Kellerman ', ' Tim Waites ', ' Raul Valdes ']",
