,location,event,date,artists,genre
0,Aarau,Marco-Santilli-&-Paolo-Alderighi,2013-02-09,"[' Marco Santilli ', ' Paolo Alderighi ']",
1,Zürich,Classic-Broadway-&-Operette,2013-02-09,"['John Thade ', ' Annkatrin Isaacs ']",Classic
2,Luzern,Piano-Entertainment-Easy-Pop-Melodies,2013-02-09,['Christian Mettler '],Pop
3,Zürich,Verdi-Gala,2013-02-09,"[' Anja Harteros ', ' Francesco Meli ', ' Alexey Markov ', ' Olivia Vote ', ' Tomasz Rudnicki ']",Classic
4,Dini-Mueter,Zürich,2013-02-09,[' Ian Late '],
5,Bern,Titanic,2013-02-09,['Titanic '],
6,Bierhübeli,Bern,2013-02-09,['Annett Louisan '],
7,Gare-du-Nord,Basel,2013-02-09,"[' Anna Brunner ', ' Igor Keller ', ' Hannes Bärtschi ', ' Christopher Jepson ']",
8,Zürich,Yvonne-Moore-Bluesband,2013-02-09,"[' Yvonne Moore ', ' Mat Callahan ', ' André Pousaz ', ' Richard Spooner ']",
9,Bern,Varicose,2013-02-09,"[' J ', ' Tudor ', ' Thömu ', ' Chredu ']",
10,Basel,Debrah-Scarlett,2013-02-09,"['Debrah Scarlett ', ' support: Sarah E. Reid ']",Pop
11,Basel,Antonio-Faraò-Trio,2013-02-09,"[' Antonio Faraò ', ' Martin Gjakonovski ', ' Vladimir Kostadinovic ']",
12,Uster,Trio-Klick,2013-02-09,"[' Fritz Hauser ', ' Peter Conradin Zumthor ', ' Lucas Niggli ']",
13,Winterthur,7-Weeks,2013-02-09,['7 Weeks '],
14,Bern,Orgazmik,2013-02-09,"[' Ueli Kempter ', ' Claudio von Arx ', ' Dan Schärer ', ' Ben Schärer ', ' Rezia Ladina Peer ']",Pop
15,Zürich,8°6-Crew,2013-02-09,"['8°6 Crew ', ' Cartoon Violence ']",
16,Vevey,Darkstar,2013-02-09,['Darkstar '],Electronic
17,Lausanne,Aqua-Nebula-Oscillator,2013-02-09,['Aqua Nebula Oscillator '],
18,Zürich,What-Josephine-Saw,2013-02-09,"[' Tobias Röthlin ', ' Dimitri Käch ', ' Giuliano Sulzberger ', ' Ramon Ziegler ', ' Moritz Meyer ', ' Jannik Till ']",Pop
19,Baden,Heute-Abend-lad-ich-mir-die-Liebe-ein,2013-02-09,"['Carlena Rubi ', ' Lina Ré ']",
20,-Sud-des-Alpes,null,2013-02-09,"[' Fabian m. Mueller ', ' Kaspar von Grünigen ', ' Fabian Bürgi ']",
21,Café-Kairo,Bern,2013-02-09,['Float Fall '],
22,Kultur-Kreuz-Nidau,Nidau,2013-02-09,['Bauchklang '],Bauchklang
23,Bern,Apollo-Brown-&-Guilty-Simpson,2013-02-09,['Apollo Brown & Guilty Simpson '],
24,X-tra,Zürich,2013-02-09,['Sido & DJ Desue '],Sido
25,Komplex-457,Zürich,2013-02-09,"['Modeselektor ', ' Barker & Baumecker ']",
