,location,event,date,artists,genre
0,Zürich,Monte-Carlo,2015-03-12,['Monte Carlo '],Pop
1,Baden,The-Brooks-Brothers,2015-03-12,"[' Marcel Lüscher ', ' Jörg Sandmeier ', ' Claude Meier ', ' Emanuel Künzi ']",
2,Riehen,Marc-Almond,2015-03-12,['Marc Almond '],Pop
3,Zürich,Stringjazz-Quartet-feat.-Oleg-Lips,2015-03-12,"[' Christian Wallner ', ' Urs Wäckerli ', ' Fulvio Musso ', ' Thomas Hirt ', ' Oleg Lips ']",
4,Winterthur,Paris-Linz-Wien,2015-03-12,[' conductor: Alexander Lonquich '],Classic
5,Basel,Volkssinfoniekonzerte,2015-03-12,[' Amira Elmadfa '],Classic
6,Luzern,Sinfoniekonzert,2015-03-12,[' Vilde Frang '],Classic
7,Basel,Kammermusik-um-halb-acht,2015-03-12,"['Guarneri Trio ', ' Loïc Schneider ']",Classic
8,Zürich,Orpheus-I-Am,2015-03-12,[' Joel Frederiksen '],Classic
9,Zürich,Internationales-Country-Music-Festival,2015-03-12,['Highway 40 '],
10,Luzern,Electric-Force,2015-03-12,"[' Timo Wild ', ' Benjamin Kieser ', ' Alex Merz ']",Electronic
11,Solothurn,Canned-Heat,2015-03-12,['Canned Heat '],
12,Herisau,Edoardo-Bennato,2015-03-12,['Edoardo Bennato '],Pop
13,Basel,The-Death-of-Rebellion,2015-03-12,"[' Patrick Stadler ', ' Yaron Deutsch ', ' Brian Archinal ', ' Antoine Françoise ']",Classic
14,Bern,Danny-Jazz-Trio,2015-03-12,['Danny Jazz Trio '],
15,Zug,Ufo,2015-03-12,['Ufo '],
16,Zürich,Jazz-Happening,2015-03-12,"[' Buddha Scheidegger ', ' Hans Schläpfer ']",
17,Zürich,Benjamin-Booker,2015-03-12,['Benjamin Booker '],
18,Zürich,Joan-Shelley,2015-03-12,['Joan Shelley '],Pop
19,Winterthur,Jaccard-Ruosch,2015-03-12,"[' Christina Jaccard ', ' Dave Ruosch ', ' Luca Leombruni ', ' Andreas Schmid ']",
20,Luzern,D-Band,2015-03-12,"[' Daniel Rapold ', ' Pascal Uebelhart ', ' Nicolas Gurtner ', ' Florentin Setz ', ' David Müller ']",
21,Basel,Blush,2015-03-12,['Blush '],Pop
22,Baden,La-Shanté,2015-03-12,"[' Nadja Acquaroli ', ' Dänu Affolter ', ' Alan Bagge ']",Pop
23,Zürich,Rustie,2015-03-12,['Rustie '],Electronic
24,Baden,Jazz-am-Donnerstag,2015-03-12,"[' Christoph Baumann ', ' Hämi Hämmerli ', ' Tony Renold ', ' Christoph Grab ']",
25,Baden,Libertango,2015-03-12,"[' Michael Zismann ', ' Mathieu Michel ']",
26,null,Charles-Howl,2015-03-12,['Charles Howl '],
27,Zürich,Omer-Klein-Trio,2015-03-12,"['Omer Klein Trio ', ' Omer Klein ', ' Haggai Cohen Milo ', ' Amir Bresler ']",
28,Basel,Obbligato,2015-03-12,"[' Ralph Alessi ', ' Ingrid Laubrock ', ' Kris Davis ', ' Drew Gress ', ' Tom Rainey ']",
29,Liebefeld,Reto-Suhner-Quartett,2015-03-12,"[' Reto Suhner ', ' Philip Henzi ', ' Silvan Jeger ', ' Dominic Egli ']",
30,Zürich,Carnival-Youth,2015-03-12,['Carnival Youth '],
31,Zürich,Jam-Session,2015-03-12,"[' Philipp Häfliger ', ' Mike Ryrie ', ' Dani Zihlmann ', ' Leon Duncan ', ' Silvan Petite ']",
32,Münchenstein,The-Durian-Brothers,2015-03-12,['The Durian Brothers '],Pop
33,-KuZeB,null,2015-03-12,['Berri Txarrak '],
34,Zürich,The-Swamps,2015-03-12,['The Swamps '],
