,location,event,date,artists,genre
0,null,Jazz-Meets-Bläss,2013-09-08,"[' Markus Bischof ', ' Dietmar Kirchner ', ' Andreas Wettstein ', ' Michael Neff ']",
1,Bern,White-Sox-Jazzband,2013-09-08,"[' Martin Wyss ', ' Peter Bäriswyl ', ' Hans Fankhauser ', ' Denys Röthlisberber ', ' Paul Mairy ', ' Hubert Mougin ']",
2,Schlieren,John-Service-&-The-Swinging-Surprise,2013-09-08,"[' John Service ', ' Thomas Stampbach ', ' Heinz Bühler ', ' Hansjörg Schaltenbrand ']",
3,Dürnten,Charly-and-the-Jivemates,2013-09-08,"[' Karl Friedrich Fürst von Hohenzollern ', ' Frieder Berlin ', ' Norbert Rettenmaier ', ' Paul Müller ', ' Peter Schmidt ']",
4,Basel,Concerts-Aurore-Basel-Jeunes-interprètes,2013-09-08,"['Raphaël Gogniat ', ' Lionel Pointet ']",Classic
5,Zürich,Claude-Debussy-150-und-ein-Jahr,2013-09-08,"['Andrea Suter ', ' Marcus Niedermeyr  ', ' Hans Adolfsen  ']",Classic
6,Bern,Diva-de-la-Guitare,2013-09-08,['Diva de la Guitare '],Pop
7,Basel,Neue-Gesänge-aus-Europa-4,2013-09-08,"['Christine Simolka ', ' Leitung und Werke von René Wohlhauser ']",Classic
8,Bern,Ensemble-Paul-Klee,2013-09-08,"[' Rebekka Maeder ', ' Vital Julian Frey ']",Classic
9,Thun,Bachwochen-Thun,2013-09-08,"['Frank Peter Zimmermann ', ' Enrico Pace ']",Classic
10,-Alte-Kirche,Boswil,2013-09-08,"['Andrej Bielow ', ' Adrian Brendel ', ' Kit Armstrong ']",Classic
11,Thun,Bachwochen-Thun,2013-09-08,"['Frank Peter Zimmermann ', ' Enrico Pace ']",Classic
12,Thun,Bachwochen-Thun,2013-09-08,"['Frank Peter Zimmermann ', ' Enrico Pace ']",Classic
13,Basel,Konzert,2013-09-08,"['Arif Erdebil ', ' Ismail Hakki Ersel ', ' Veysi Atli ']",Classic
14,Montreux,Royal-Philharmonic-Orchestra-London,2013-09-08,[' Renaud Capuçon '],Classic
15,Zürich,Lighthouse-Gala-Stunde-des-Herzens,2013-09-08,[' Nina Hagen '],Pop
16,Luzern,Lucerne-Festival,2013-09-08,"[' Genia Kühmeier ', ' Anna Larsson ']",Classic
17,Basel,2.-Internationaler-Gitarrenwettbewerb,2013-09-08,['David Tanenbaum '],Classic
18,Zürich,Paramore,2013-09-08,['Paramore '],
19,Zürich,Poesie-und-Feuertanz-Kammermusik-à-la-Tsigane,2013-09-08,"['Eva Kovarik ', ' Dominik Fischer ', ' Alexander Kionke ', ' Martin Kovarik ']",Classic
20,Zürich,The-Dublin-Legends,2013-09-08,['The Dublin Legends '],traditional
21,Zürich,Abendlich-schon-rauscht-der-Wald,2013-09-08,[' Heinz Specker '],Classic
22,Winterthur,Jersey-Julie-Band,2013-09-08,"[' Jersey Julie ', ' Olivier Mas ', ' Stéphane Blanc ']",
23,Basel,Verantwortung-und-Erinnerung,2013-09-08,"['Egidius Streiff ', ' Mariana Doughty ', ' Kaspar Zwicky ', ' Lucie Brotbeková ']",Classic
24,Frenkendorf,Stille-Sehnsucht-heimliche-Trauer,2013-09-08,"[' Mátyás Bartha ', ' Laurentius Bonitz ', ' Vahagn Aristakesyan ', ' Carlos Conrad ']",Classic
25,Basel,Konzert-1,2013-09-08,"[' Bertrand Chamayou ', ' Frank Braley ']",Classic
26,Zürich,11.-Internationale-Orpheum-Musikfesttage,2013-09-08,"[' Erik Schumann ', ' Barbara Buntrock ', ' Lukas Geniusas ', ' Fabian Neuhaus ']",Classic
27,Winterthur,Amuke,2013-09-08,"[' Petra Haas ', ' Andrej Ditaranto ', ' Dietmar Schmid ', ' Adrian Dahinden ', ' Mischa Stiefenhofer ']",Pop
28,Zürich,Jeffrey-Lewis-&-The-Rain,2013-09-08,['Jeffrey Lewis & The Rain '],
29,Düdingen,Braids,2013-09-08,['Braids '],Pop
