,location,event,date,artists,genre
0,Zürich,Incroyable,2014-02-09,"[' Julia Schiwowa ', ' Marcos Buser ', ' Andrei Ichtchenko ', ' Fridolin Blumer ']",Pop
1,Luzern,The-Artist-Live-in-Concert,2014-02-09,"[' Ludovic Bource ', ' The Artist ']",Classic
2,Zürich,Mozart-Festkonzert,2014-02-09,"[' Annelien Van Wauwe ', ' Lorenzo Soulès ']",Classic
3,Ettingen,Hauskonzert,2014-02-09,"['Jean Jacques Dünki ', ' Anna Merkulowa ']",Classic
4,Rafz,Orgelkonzert,2014-02-09,['Urs Wittwer '],Classic
5,null,3.-Meisterzyklus-Konzert,2014-02-09,['Arkadi Volodos '],Classic
6,-Alte-Kirche,Boswil,2014-02-09,"['Miklós Perényi ', ' Dénes Várjon ']",Classic
7,Zürich,Margrit-Rainer-Hommage-zum-100.-Geburtstag,2014-02-09,"['Christine Lather ', ' Patricia Draeger ']",Pop
8,Bern,Gisela-Horat-Trio,2014-02-09,"[' Gisela Horat ', ' Peter Preibisch ', ' Richard Pechota ']",
9,Zürich,Manu-Katché,2014-02-09,"['Manu Katché ', ' Luca Aquino ', ' Tore Brunborg ', ' Jim Watson ', ' Manu Katché ']",
10,Uster,Honest-John-Plain,2014-02-09,['Honest John Plain '],
11,Zürich,Ulver,2014-02-09,['Ulver '],
12,Zürich,Dr.-Will-&-The-Wizards,2014-02-09,['Dr. Will & The Wizards '],Pop
13,Luzern,Mombu,2014-02-09,['Mombu '],
14,Bern,Girls-Names,2014-02-09,['Girls Names '],Electronic
15,Zürich,Adam-Green,2014-02-09,['Adam Green '],Pop
16,Luzern,Valdimar,2014-02-09,['Valdimar '],
17,Bern,Shanir-Blumenkranz'-Abraxas,2014-02-09,"[""Shanir Blumenkranz' Abraxas "", ' Shanir Blumenkranz ', ' Aram Bajakian ', ' Eyal Maoz ', ' Kenny Grohowski ']",
18,Bern,Girls-Names,2014-02-09,['Girls Names '],Pop
