,location,event,date,artists,genre
0,Basel,Orgelspiel-zum-Feierabend,2013-03-01,['Ines Schmid '],Classic
1,Zürich,Serata-musicale-Viva-Verdi,2013-03-01,"['Ignacio Encinas ', ' Paola Bidinelli ']",Classic
2,Winterthur,Happy-New-Ears,2013-03-01,[' Terry Wey '],Classic
3,Basel,"Kammermusikkonzert-""Nordlichter""",2013-03-01,"[' Marielle Oggier ', ' Marc Bätscher ', ' Ursula Hächler ']",Classic
4,Trimbach,Strings-Meet-Sousa,2013-03-01,[' Manuel Beyeler '],Classic
5,Zürich,Schattenriss,2013-03-01,"[' Corina Schranz ', ' Christina Sutter ', ' Vera Schnider ']",Classic
6,Komplex-457,Zürich,2013-03-01,"['The Parov Stelar Band ', ' DJ Pat Poree ']",
7,Treibhaus,Luzern,2013-03-01,['Kapnorth '],Kapnorth
8,Schüür,Luzern,2013-03-01,['Hej Francis '],
9,Fri-Son,null,2013-03-01,['Lilly Wood & The Prick '],
10,Zürich,Jazz-Circle-Höngg,2013-03-01,"['Mad Bob Kouba ', ' Etienne Conod ', ' Miro Steiner ', ' Jörg Bohny ', ' Thomas Strickler ', ' Jirka Hoppe ', ' Ivan Hrdina ']",
11,Zürich,Soirée-classique,2013-03-01,"['Klaus Florian Vogt ', ' anschl. im Gespräch mit Susanne Kübler ']",Classic
12,Bülach,Memorial-Swing-Quartet-plus-One,2013-03-01,"[' Christian Gavillet ', ' Raymond Graisier ', ' Jean Loup Muller ', ' Jan Yves Petiot ', ' Romano Cavicchiolo ']",
13,Lugano,Concerti-Dell'auditorio-2013,2013-03-01,"['Paolo Beltramini ', ' Corrado Giuffredi ']",Classic
14,Zürich,Local-Natives,2013-03-01,['Local Natives '],
15,Schaffhausen,Funjazztic,2013-03-01,"[' Uli Stier ', ' Thomas Förster ']",
16,Zürich,Katharina-Busch,2013-03-01,['Katharina Busch '],Pop
17,Basel,Olivier-Ker-Ourio-Quartet,2013-03-01,"[' Olivier Ker Ourio ', ' Emmanuel Bex ', ' Jérôme Barde ', ' Matthieu Chazarenc ']",
18,Bern,Alejandro-Arriaza,2013-03-01,['Alejandro Arriaza '],
19,Liebefeld,Ueli-Kempter-Trio,2013-03-01,"['Ueli Kempter Trio ', ' Ueli Kempter ', ' Andreas Aeberhard ', ' Kevin Chesham ']",
20,Dübendorf,Dominic-Eglis-Plurism,2013-03-01,"[' Dominic Egli ', ' Donat Fisch ', ' Raffaele Bossard ']",
21,Basel,Niels-Frevert,2013-03-01,['Niels Frevert '],Pop
22,Zürich,France-Porter,2013-03-01,"[' Francis Lehmann ', ' Raphael Walser ', ' Jonas Ruther ']",
23,Zug,Yes-Sir-Boss,2013-03-01,['Yes Sir Boss '],
24,null,Vincent-Peirani-Living-Being-Quintet,2013-03-01,"[' Vincent Peirani ', ' Emile Parisien ', ' Tony Paeleman ', ' Julien Herné ', ' Yoann Serra ']",
25,Bern,Box,2013-03-01,['Box '],
26,Winterthur,Abrahma,2013-03-01,['Abrahma '],
27,Aarau,Radicalis-Music-Race,2013-03-01,['Spring Offensive '],
28,Frauenfeld,Larry's-Blues-Band,2013-03-01,"[' Larry Schmuki ', ' Markus Fritzsche ', ' Beat Aschwanden ']",
29,Zürich,Calling-Sirens,2013-03-01,['Calling Sirens '],
30,Zürich,Tonhalle-Late,2013-03-01,[' Julia Fischer '],Classic
31,KiFF,Aarau,2013-03-01,['Asher Roth '],Nefew
32,Zürich,Die-Heiterkeit,2013-03-01,['Die Heiterkeit '],
33,Bern,Patchwork,2013-03-01,['DJs Gilles Peterson '],
