,location,event,date,artists,genre
0,Basel,Rezital,2013-05-13,"['Astrig Siranossian ', ' Andriy Dragan ']",Classic
1,Solothurn,Marc-Andereggs-Boogie-Woogie-Trio-&-Joe-Schwach,2013-05-13,"[' Marc Joe Schwach ', ' Marc Anderegg ', ' Mark Chaplin ', ' Mario Lepore ']",
2,null,Levin-feat.-Becca-Stevens,2013-05-13,['Levin feat. Becca Stevens '],
3,Zürich,Konzert,2013-05-13,"['Andreas Brantelid ', ' Peter Friis Johansson ']",Classic
4,Gare-du-Nord,Basel,2013-05-13,['Fred Frith & Marcus Weiss '],
5,Zürich,The-Deadly-Gentlemen,2013-05-13,['The Deadly Gentlemen '],
6,Zürich,Watsky,2013-05-13,"['Watsky ', ' Dumbfoundead ']",
7,Hallenstadion,Zürich,2013-05-13,['Eros Ramazzotti '],
8,Flawil,Stage-Dogs,2013-05-13,"[' Mark Tenger ', ' Peter Wespi ', ' John Service ']",
9,Zürich,Nachtstunden-Musikpodium-der-Stadt-Zürich,2013-05-13,"[' Martina Brodbeck ', ' Ingrid Karlen ', ' Sylvia Nopper ']",Classic
10,Winterthur,Benjamin-Fincher,2013-05-13,['Benjamin Fincher '],Pop
11,Basel,Bachelorkonzert,2013-05-13,[' Félix Verry '],Classic
12,Zürich,The-Syndicate-File-Under-Zawinul,2013-05-13,"[' Munir Hossn ', ' Emile Parisien ', ' Thierry Eliez ', ' Alioune Wade ', ' Aziz Sahmaoui ']",
13,Sankt-Gallen,Ghostpoet,2013-05-13,"['Ghostpoet ', ' Cloud Boat ']",
14,Reussbühl,Debbi-Walton,2013-05-13,[' Mike Cross '],
